id	molecularFormula	adduct	precursorFormula	NPC#pathway	NPC#pathway Probability	NPC#superclass	NPC#superclass Probability	NPC#class	NPC#class Probability	ClassyFire#most specific class	ClassyFire#most specific class Probability	ClassyFire#level 5	ClassyFire#level 5 Probability	ClassyFire#subclass	ClassyFire#subclass Probability	ClassyFire#class	ClassyFire#class Probability	ClassyFire#superclass	ClassyFire#superclass probability	ClassyFire#all classifications	featureId
248_Fototroficos_analisis_3_muestrascompletas_estadi_587	C29H50N6O11	[M + H]+	C29H50N6O11	Amino acids and Peptides	0.9930699467658997	Small peptides	0.9590047001838684	Tripeptides	0.9338501691818237	Oligopeptides	0.9786728024482727	Peptides	0.988448441028595	Amino acids, peptides, and analogues	0.9999330043792725	Carboxylic acids and derivatives	0.9999935626983643	Organic acids and derivatives	0.999998927116394	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Peptides; Monoalkylamines; Carboxylic acid amides; Amino fatty acids; Carboxylic acid derivatives; N-acyl amines; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Carbonyl compounds; Tricarboxylic acids and derivatives; Alpha amino acid amides; N-acyl-alpha amino acids; Amines; Primary amines; Fatty Acyls; Organic oxides; N-acyl-L-alpha-amino acids; Hydrocarbon derivatives; Amino acids; Aspartic acid and derivatives; Glutamic acid and derivatives; Leucine and derivatives; Isoleucine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Oligopeptides; Chemical entities	587
249_Fototroficos_analisis_3_muestrascompletas_estadi_594	C13H14O4	[M + H]+	C13H14O4	Shikimates and Phenylpropanoids	0.3559655249118805	Chromanes	0.44136589765548706	Chromones	0.3419479429721832	Phenol ethers	0.5053815841674805					Phenol ethers	0.5053815841674805	Benzenoids	0.9803929924964905	Organic compounds; Ketones; Alkyl aryl ethers; Ethers; Organooxygen compounds; Carboxylic acids; Carbonyl compounds; Benzene and substituted derivatives; Phenol ethers; Benzenoids; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	594
250_Fototroficos_analisis_3_muestrascompletas_estadi_595	C14H26Cl2N2O3	[M + H]+	C14H26Cl2N2O3	Alkaloids	0.8794006705284119	Ornithine alkaloids	0.20874623954296112	Polyamines	0.5773464441299438	Amino acids and derivatives	0.8409401774406433	Amino acids and derivatives	0.8409401774406433	Amino acids, peptides, and analogues	0.8532974123954773	Carboxylic acids and derivatives	0.9496614933013916	Organic acids and derivatives	0.8787975907325745	Organic compounds; Amino acids, peptides, and analogues; Halobenzenes; Alcohols and polyols; Phenols; Catechols; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Monoalkylamines; Carboxylic acid amides; Alkyl chlorides; Carboxylic acid derivatives; N-acyl amines; Chlorobenzenes; Organochlorides; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Amines; Primary amines; Secondary amines; Alkyl halides; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	595
251_Fototroficos_analisis_3_muestrascompletas_estadi_596	C17H35N5O4S	[M + H]+	C17H35N5O4S	Alkaloids	0.9576905369758606	Ornithine alkaloids	0.30112507939338684	Polyamines	0.0731537938117981	Aralkylamines	0.5444952845573425	Aralkylamines	0.5444952845573425	Amines	0.9993821382522583	Organonitrogen compounds	0.9999997615814209	Organic nitrogen compounds	1.0	Organic compounds; Organoheterocyclic compounds; Ethers; Organic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Morpholines; Dialkyl ethers; Trialkylamines; Amines; Secondary amines; Tertiary amines; Aralkylamines; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	596
253_Fototroficos_analisis_3_muestrascompletas_estadi_605	C17H35N5O4S	[M + H3N + H]+	C17H38N6O4S	Alkaloids	0.9427123665809631	Ornithine alkaloids	0.3438209891319275	Polyamines	0.12238842993974686	Trialkylamines	0.6050031185150146	Tertiary amines	0.8491581082344055	Amines	0.9950063228607178	Organonitrogen compounds	0.9999997615814209	Organic nitrogen compounds	1.0	Organic compounds; Organoheterocyclic compounds; Ethers; Organic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Dialkyl ethers; Thioethers; Trialkylamines; Amines; Tertiary amines; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	605
257_Fototroficos_analisis_3_muestrascompletas_estadi_626	C20H24O6	[M + H]+	C20H24O6	Shikimates and Phenylpropanoids	0.9935498833656311	Lignans	0.41283032298088074	Monomeric stilbenes	0.2963848114013672	Methoxyphenols	0.8304179310798645			Methoxyphenols	0.8304179310798645	Phenols	0.9136218428611755	Benzenoids	0.9998512268066406	Organic compounds; Organoheterocyclic compounds; Alkyl aryl ethers; Phenols; Anisoles; Methoxyphenols; Ethers; Phenylpropanoids and polyketides; Organooxygen compounds; Dialkyl ethers; Benzene and substituted derivatives; Phenol ethers; Benzenoids; Dimethoxybenzenes; Methoxybenzenes; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Phenoxy compounds; Chemical entities	626
260_Fototroficos_analisis_3_muestrascompletas_estadi_635	C26H42O7	[M + H]+	C26H42O7	Terpenoids	0.8444676995277405	Diterpenoids	0.47900229692459106	Open-chain polyketides	0.2718420922756195	Dicarboxylic acids and derivatives	0.6800216436386108			Dicarboxylic acids and derivatives	0.6800216436386108	Carboxylic acids and derivatives	0.9658326506614685	Organic acids and derivatives	0.9876685738563538	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Dicarboxylic acids and derivatives; Carboxylic acid derivatives; Dialkyl ethers; Carboxylic acids; Carboxylic acid esters; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	635
262_Fototroficos_analisis_3_muestrascompletas_estadi_639	C20H20O6	[M + H]+	C20H20O6	Shikimates and Phenylpropanoids	0.8581070899963379	Flavonoids	0.426710844039917	Chalcones	0.256009042263031	Anisoles	0.6700379848480225			Anisoles	0.6700379848480225	Phenol ethers	0.7752507328987122	Benzenoids	0.9924483299255371	Organic compounds; Styrenes; Ketones; Alkyl aryl ethers; Alcohols and polyols; Phenols; Anisoles; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Carboxylic acid esters; Carbonyl compounds; Benzene and substituted derivatives; Phenol ethers; Benzenoids; Methyl esters; Organic oxides; Methoxybenzenes; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Phenoxy compounds; Chemical entities	639
263_Fototroficos_analisis_3_muestrascompletas_estadi_641	C30H45N5O6	[M + H]+	C30H45N5O6	Amino acids and Peptides	0.9998251795768738	Small peptides	0.9814008474349976	Tripeptides	0.8983155488967896	Oligopeptides	0.7178301811218262	Peptides	0.9809998273849487	Amino acids, peptides, and analogues	1.0	Carboxylic acids and derivatives	0.9999995231628418	Organic acids and derivatives	1.0	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Phenethylamines; Amphetamines and derivatives; Pyrrolidines; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Peptides; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Tertiary carboxylic acid amides; Carbonyl compounds; Pyrrolidine carboxylic acids and derivatives; Pyrrolidinecarboxamides; Benzene and substituted derivatives; Alpha amino acid amides; N-acyl-alpha amino acids; Benzenoids; Amines; Primary amines; N-acylpyrrolidines; Organic oxides; Azacyclic compounds; N-acyl-L-alpha-amino acids; Hydrocarbon derivatives; Amino acids; Valine and derivatives; Proline and derivatives; Isoleucine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Oligopeptides; Chemical entities	641
264_Fototroficos_analisis_3_muestrascompletas_estadi_643	C19H24O6	[M - H2O + H]+	C19H22O5	Shikimates and Phenylpropanoids	0.9854208827018738	Lignans	0.6701979637145996	Neolignans	0.4777577519416809	Methoxyphenols	0.6523101329803467			Methoxyphenols	0.6523101329803467	Phenols	0.6203344464302063	Benzenoids	0.9958388805389404	Organic compounds; Organoheterocyclic compounds; Alkyl aryl ethers; Alcohols and polyols; Phenols; Anisoles; Methoxyphenols; Ethers; Organooxygen compounds; Dialkyl ethers; Benzene and substituted derivatives; Phenol ethers; Benzenoids; Methoxybenzenes; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Phenoxy compounds; Chemical entities	643
266_Fototroficos_analisis_3_muestrascompletas_estadi_648	C22H46O6S2	[M + H + H]+	C22H47O6S2	Fatty acids	0.9638739824295044	Glycerolipids	0.8756230473518372	Monoacylglycerols	0.34214821457862854	Dialkyl ethers	0.5611765384674072	Dialkyl ethers	0.5611765384674072	Ethers	0.511620819568634	Organooxygen compounds	0.9999874830245972	Organic oxygen compounds	1.0	Organic compounds; Organosulfur compounds; Ethers; Organic acids and derivatives; Primary alcohols; Organooxygen compounds; Dialkyl ethers; Sulfenyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	648
271_Fototroficos_analisis_3_muestrascompletas_estadi_668	C29H39N3O4	[M + H3N + H]+	C29H42N4O4	Alkaloids	0.6324427723884583	Tryptophan alkaloids	0.3696352243423462	Ansa macrolides	0.13968831300735474	N-acyl-alpha amino acids and derivatives	0.6360973119735718	Amino acids and derivatives	0.9540361166000366	Amino acids, peptides, and analogues	0.9537182450294495	Carboxylic acids and derivatives	0.9818719029426575	Organic acids and derivatives	0.9914780259132385	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Piperidines; Pyrrolidines; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl-alpha amino acids and derivatives; Secondary carboxylic acid amides; Tertiary carboxylic acid amides; Carbonyl compounds; Trialkylamines; Benzene and substituted derivatives; Benzenoids; Amines; Tertiary amines; N-alkylpyrrolidines; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	668
273_Fototroficos_analisis_3_muestrascompletas_estadi_680	C36H66N6O6	[M + H]+	C36H66N6O6	Amino acids and Peptides	0.9966444969177246	Oligopeptides	0.9641590714454651	Lipopeptides	0.7607897520065308	Cyclic peptides	0.5983954071998596	Peptides	0.9884856939315796	Amino acids, peptides, and analogues	0.9988334774971008	Carboxylic acids and derivatives	0.9976586103439331	Organic acids and derivatives	0.9995878338813782	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Peptides; Carboxylic acid amides; Carboxylic acid derivatives; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Cyclic peptides; Alpha amino acid amides; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	680
274_Fototroficos_analisis_3_muestrascompletas_estadi_681	C13H20O2	[M + H]+	C13H20O2	Terpenoids	0.9896620512008667	Apocarotenoids	0.7937374711036682	Apocarotenoids(Îµ-)	0.755190908908844	Prenol lipids	0.5475181937217712					Prenol lipids	0.5475181937217712	Lipids and lipid-like molecules	0.666502058506012	Organic compounds; Lipids and lipid-like molecules; Ketones; Aldehydes; Alcohols and polyols; Prenol lipids; Organooxygen compounds; Carbonyl compounds; Cyclic ketones; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	681
275_Fototroficos_analisis_3_muestrascompletas_estadi_686	C26H45NO9	[M + H3N + H]+	C26H48N2O9	Alkaloids	0.5669373273849487	Pseudoalkaloids	0.5071059465408325	Open-chain polyketides	0.2677805721759796	Steroids and steroid derivatives	0.8235183358192444					Steroids and steroid derivatives	0.8235183358192444	Lipids and lipid-like molecules	0.7926896214485168	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alcohols and polyols; Ethers; Steroids and steroid derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid derivatives; Dialkyl ethers; Cyclic alcohols and derivatives; Secondary alcohols; Carbonyl compounds; Trialkylamines; Amines; Tertiary amines; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	686
276_Fototroficos_analisis_3_muestrascompletas_estadi_687	C26H45NO9	[M + H]+	C26H45NO9	Terpenoids	0.3450465798377991	Diterpenoids	0.4053157567977905	Monoacylglycerols	0.32891911268234253	Amino acids and derivatives	0.6621849536895752	Amino acids and derivatives	0.6621849536895752	Amino acids, peptides, and analogues	0.639443576335907	Carboxylic acids and derivatives	0.9755403399467468	Organic acids and derivatives	0.9788749814033508	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alcohols and polyols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Dialkyl ethers; Carboxylic acid esters; Cyclic alcohols and derivatives; Secondary alcohols; Carbonyl compounds; Trialkylamines; Polyols; Tertiary amines; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	687
277_Fototroficos_analisis_3_muestrascompletas_estadi_688	C9H12I2O7	[M + K]+	C9H12I2O7	Shikimates and Phenylpropanoids	0.4898444712162018	Small peptides	0.1260075569152832	Dicarboxylic acids	0.2985570430755615	Iodobenzenes	0.8826267123222351	Iodobenzenes	0.8826267123222351	Halobenzenes	0.7368370890617371	Benzene and substituted derivatives	0.7095165848731995	Benzenoids	0.4595175087451935	Organic compounds; Carbohydrates and carbohydrate conjugates; Halobenzenes; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organooxygen compounds; Dicarboxylic acids and derivatives; Aryl iodides; Iodobenzenes; Carboxylic acids; Organoiodides; Monosaccharides; Secondary alcohols; Carbonyl compounds; Benzene and substituted derivatives; Aryl halides; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	688
279_Fototroficos_analisis_3_muestrascompletas_estadi_691	C39H54N6O8	[M + H]+	C39H54N6O8	Amino acids and Peptides	0.9999386072158813	Small peptides	0.9768234491348267	Tripeptides	0.9370606541633606	Oligopeptides	0.9643041491508484	Peptides	0.9953497052192688	Amino acids, peptides, and analogues	1.0	Carboxylic acids and derivatives	1.0	Organic acids and derivatives	1.0	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Phenols; Phenethylamines; Amphetamines and derivatives; Pyrrolidines; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Peptides; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Tertiary carboxylic acid amides; Carbonyl compounds; Pyrrolidine carboxylic acids and derivatives; Pyrrolidinecarboxamides; Benzene and substituted derivatives; Alpha amino acid amides; N-acyl-alpha amino acids; Pyrrolidine carboxylic acids; Benzenoids; Amines; Primary amines; N-acylpyrrolidines; Aralkylamines; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Amino acids; Proline and derivatives; Leucine and derivatives; Isoleucine and derivatives; Organopnictogen compounds; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Organic nitrogen compounds; Oligopeptides; Chemical entities	691
281_Fototroficos_analisis_3_muestrascompletas_estadi_699	C31H56N4O8	[M + H]+	C31H56N4O8	Amino acids and Peptides	0.880075991153717	Oligopeptides	0.7526397705078125	Linear peptides	0.7885676622390747	Peptides	0.6412754654884338	Peptides	0.6412754654884338	Amino acids, peptides, and analogues	0.9905491471290588	Carboxylic acids and derivatives	0.9961017370223999	Organic acids and derivatives	0.9998486042022705	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Peptides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; Carboxylic acids; Secondary alcohols; Secondary carboxylic acid amides; Tertiary carboxylic acid amides; Carbonyl compounds; Alpha amino acid amides; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Valine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	699
282_Fototroficos_analisis_3_muestrascompletas_estadi_700	C22H13Br3N4O5	[M + H]+	C22H13Br3N4O5	Polyketides	0.8868648409843445	Tryptophan alkaloids	0.15262667834758759	Anthraquinones and anthrones	0.08102504163980484	Alpha amino acids and derivatives	0.896152138710022	Amino acids and derivatives	0.8366044759750366	Amino acids, peptides, and analogues	0.8409180045127869	Carboxylic acids and derivatives	0.978033185005188	Organic acids and derivatives	0.9927627444267273	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Phenols; Lactams; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Aryl bromides; Carboxylic acid derivatives; Organobromides; Secondary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; Halophenols; Benzenoids; Bromophenols; O-bromophenols; Aryl halides; Cyclic ketones; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	700
283_Fototroficos_analisis_3_muestrascompletas_estadi_702	C15H14Br2N2O4S2	[M + K]+	C15H14Br2N2O4S2	Alkaloids	0.9842349886894226	Peptide alkaloids	0.45507436990737915	Pyridine alkaloids	0.07349119335412979	Benzenesulfonyl compounds	0.7089099287986755			Benzenesulfonyl compounds	0.7089099287986755	Benzene and substituted derivatives	0.9272146224975586	Benzenoids	0.9974750876426697	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Halobenzenes; Thiazoles; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Azoles; Aryl bromides; Bromobenzenes; Organobromides; Benzene and substituted derivatives; Benzenoids; O-bromophenols; Aryl halides; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Benzenesulfonyl compounds; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	702
284_Fototroficos_analisis_3_muestrascompletas_estadi_705	C31H43N3O5	[M + H3N + H]+	C31H46N4O5	Alkaloids	0.8395545482635498	Diterpenoids	0.1157086044549942	Steroidal alkaloids	0.17025163769721985	Alpha amino acids and derivatives	0.8025495409965515	Amino acids and derivatives	0.7626615762710571	Amino acids, peptides, and analogues	0.7467304468154907	Carboxylic acids and derivatives	0.9532796144485474	Organic acids and derivatives	0.9415671229362488	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alkyl aryl ethers; Alcohols and polyols; Piperidines; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Alkaloids and derivatives; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Secondary alcohols; Secondary carboxylic acid amides; Tertiary carboxylic acid amides; Carbonyl compounds; Phenol ethers; Benzenoids; Tertiary amines; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	705
285_Fototroficos_analisis_3_muestrascompletas_estadi_706	C31H43N3O5	[M + H]+	C31H43N3O5	Amino acids and Peptides	0.39126649498939514	Macrolides	0.17582643032073975	Open-chain polyketides	0.17492446303367615	Alpha amino acids and derivatives	0.9400713443756104	Amino acids and derivatives	0.9531384706497192	Amino acids, peptides, and analogues	0.9527572989463806	Carboxylic acids and derivatives	0.9965832829475403	Organic acids and derivatives	0.999114453792572	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Piperidines; Pyrrolidines; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Secondary carboxylic acid amides; Tertiary carboxylic acid amides; Carbonyl compounds; Benzenoids; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	706
286_Fototroficos_analisis_3_muestrascompletas_estadi_707	C12H16Br3N3O4S	[M + Na]+	C12H16Br3N3O4S	Alkaloids	0.9812395572662354	Lysine alkaloids	0.6248788237571716	Polyamines	0.5250468850135803	2,3,5-trisubstituted thiophenes	0.5644827485084534			2,3,5-trisubstituted thiophenes	0.5644827485084534	Thiophenes	0.752471387386322	Organoheterocyclic compounds	0.9994519352912903	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Thiophenes; Organic acids and derivatives; Organohalogen compounds; Organosulfonic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Azoles; Alkyl bromides; Aryl bromides; Organic nitro compounds; Sulfonyls; Organobromides; Organosulfonamides; Aryl halides; Aminosulfonyl compounds; 2,3,5-trisubstituted thiophenes; Organic 1,3-dipolar compounds; Allyl-type 1,3-dipolar organic compounds; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organic sulfonic acids and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	707
287_Fototroficos_analisis_3_muestrascompletas_estadi_710	C14H13NO2	[M + H]+	C14H13NO2	Alkaloids	0.5199065208435059	Nicotinic acid alkaloids	0.532427191734314	Pyridine alkaloids	0.45528271794319153	Alpha amino acids and derivatives	0.5808725357055664	Amino acids and derivatives	0.2866898775100708	Amino acids, peptides, and analogues	0.28244414925575256	Carboxylic acids and derivatives	0.9949108958244324	Organic acids and derivatives	0.997934103012085	Organic compounds; Organoheterocyclic compounds; Alpha amino acids and derivatives; Pyridines and derivatives; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Benzenoids; Phenylpropanoic acids; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	710
288_Fototroficos_analisis_3_muestrascompletas_estadi_712	C42H59N7O10	[M + H]+	C42H59N7O10	Amino acids and Peptides	0.9995225667953491	Oligopeptides	0.939426839351654	Linear peptides	0.9805111289024353	Oligopeptides	0.9671416878700256	Peptides	0.9961106181144714	Amino acids, peptides, and analogues	1.0	Carboxylic acids and derivatives	0.9999998807907104	Organic acids and derivatives	1.0	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Phenols; Phenethylamines; Amphetamines and derivatives; Pyrrolidines; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Peptides; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Tertiary carboxylic acid amides; Carbonyl compounds; Pyrrolidine carboxylic acids and derivatives; Pyrrolidinecarboxamides; Benzene and substituted derivatives; Alpha amino acid amides; N-acyl-alpha amino acids; Pyrrolidine carboxylic acids; Benzenoids; Amines; Primary amines; N-acylpyrrolidines; Aralkylamines; Fatty Acyls; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Amino acids; Valine and derivatives; Tyrosine and derivatives; Phenylalanine and derivatives; Proline and derivatives; Organopnictogen compounds; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Organic nitrogen compounds; Oligopeptides; Chemical entities	712
291_Fototroficos_analisis_3_muestrascompletas_estadi_718	C35H54N6O7	[M + H]+	C35H54N6O7	Amino acids and Peptides	0.9932162165641785	Oligopeptides	0.7911971211433411	Cyclic peptides	0.7975718379020691	Depsipeptides	0.5052476525306702			Depsipeptides	0.5052476525306702	Peptidomimetics	0.16307048499584198	Organic acids and derivatives	0.999957799911499	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Phenethylamines; Amphetamines and derivatives; Pyrrolidines; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Peptides; Alpha amino acid esters; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Secondary carboxylic acid amides; Tertiary carboxylic acid amides; Carbonyl compounds; Depsipeptides; Benzene and substituted derivatives; Alpha amino acid amides; N-acyl-alpha amino acids; Benzenoids; N-acylpyrrolidines; Fatty Acyls; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Valine and derivatives; Isoleucine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	718
292_Fototroficos_analisis_3_muestrascompletas_estadi_722	C10H12	[M + H]+	C10H12	Terpenoids	0.9521237015724182	Monoterpenoids	0.8837596774101257	Menthane monoterpenoids	0.38437387347221375	Aromatic hydrocarbons	0.999409556388855					Aromatic hydrocarbons	0.999409556388855	Hydrocarbons	1.0	Organic compounds; Hydrocarbons; Olefins; Cyclic olefins; Polycyclic hydrocarbons; Unsaturated hydrocarbons; Aromatic hydrocarbons; Chemical entities	722
