confidenceRank	structurePerIdRank	formulaRank	#adducts	#predictedFPs	ConfidenceScore	CSI:FingerIDScore	ZodiacScore	SiriusScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags	ionMass	retentionTimeInSeconds	id	featureId
251	1	2	1	4	0.1799926552151232	-109.65838010913465	0.22462311557788944	12.5118308328717	C16H29O4P	[M + H + H]+	AGXKNFDLDBBZOE	InChI=1S/C16H29O4P/c1-14(17)21(18,19-12-15-8-4-2-5-9-15)20-13-16-10-6-3-7-11-16/h15-16H,2-13H2,1H3	null	CC(=O)P(=O)(OCC1CCCCC1)OCC2CCCCC2	4.0	87699763	PubChem:(87699763)	2	318.19634	210.28750000000002	220_Fototroficos_analisis_3_muestrascompletas_estadi_487	487
252	1	1	1	1	0.17981759243637827	-22.568306281429777	0.9989949748743717	55.842875741116465	C23H24O11	[M + H]+	JCIFZANQIXZLGH	InChI=1S/C23H24O11/c1-31-13-5-9(3-4-10(13)25)12-6-11(26)17-15(33-12)7-14(32-2)18(20(17)28)23-22(30)21(29)19(27)16(8-24)34-23/h3-7,16,19,21-25,27-30H,8H2,1-2H3	7,3''-Di-O-methylisoorientin	COC1=C(C=CC(=C1)C2=CC(=O)C3=C(C(=C(C=C3O2)OC)C4C(C(C(C(O4)CO)O)O)O)O)O	0.5	25002956;44258382;74385208	COCONUT:(CNP0403077);HMDB:(37568);KNApSAcK:(6142);Natural Products:(UNPD126885);PubChem:(25002956 44258382 74385208);SuperNatural:(SN00257747);CHEBI:(131792);PubChem class - bio and metabolites;KEGG Mine	8609890362	477.13991	206.05740188598634	217_Fototroficos_analisis_3_muestrascompletas_estadi_475	475
253	1	1	1	2	0.17874529197118347	-381.1764293282219	0.5326633165829145	14.7198708571234	C17H35N5O4S	[M + H]+	ZLZWAFGFHBGXHQ	InChI=1S/C17H35N5O4S/c1-4-18-17(20-9-11-22(2)10-5-12-26-3)19-8-6-16(23)21-15-7-13-27(24,25)14-15/h15H,4-14H2,1-3H3,(H,21,23)(H2,18,19,20)	null	CCNC(=NCCN(C)CCCOC)NCCC(=O)NC1CCS(=O)(=O)C1	-1.10000002	111651496	PubChem:(111651496)	2	406.2488	248.925	251_Fototroficos_analisis_3_muestrascompletas_estadi_596	596
254	1	1	1	1	0.17847835365656128	-4.59377752270652	0.9999999999999999	116.46374516788069	C26H28O14	[M + H]+	MMDUKUSNQNWVET	InChI=1S/C26H28O14/c27-6-13-18(32)21(35)23(37)26(40-13)15-19(33)14-10(29)5-12(8-1-3-9(28)4-2-8)39-24(14)16(20(15)34)25-22(36)17(31)11(30)7-38-25/h1-5,11,13,17-18,21-23,25-28,30-37H,6-7H2	Vicenin 3	C1C(C(C(C(O1)C2=C3C(=C(C(=C2O)C4C(C(C(C(O4)CO)O)O)O)O)C(=O)C=C(O3)C5=CC=C(C=C5)O)O)O)O	-2.20000005	182689;185958;442619;442658;3550102;5320110;13644669;11972480;21550921;20841899;21722005;22524412;44182918;44257663;44257664;44257668;44257698;44257700;49794094;93472736;93472737;93472738;93472739;118701405;124871091;124871092;124871093;131707497;133562575;138107387;138454316	HMDB:(33571);SuperNatural:(SN00231419 SN00038590 SN00345022 SN00038593 SN00163779 SN00354425 SN00162112 SN00248264 SN00157186 SN00258880 SN00038591 SN00177899 SN00396586 SN00038592 SN00280441);ZINC bio:(ZINC38139577 ZINC38139578 ZINC38139579 ZINC38139580);additional;MeSH:(182689 442658 3550102 44257663 138454316);PubMed;COCONUT:(CNP0217099 CNP0330566);KNApSAcK:(6177);Natural Products:(UNPD137137 UNPD8691 UNPD100802 UNPD114224 UNPD133735 UNPD138571 UNPD212969 UNPD54546 UNPD172902 UNPD14496 UNPD29294);PubChem:(182689 185958 442619 442658 3550102 5320110 13644669 11972480 21550921 20841899 21722005 22524412 44182918 44257663 44257664 44257668 44257698 44257700 49794094 93472736 93472737 93472738 93472739 118701405 124871091 124871092 124871093 131707497 133562575 138107387 138454316);CHEBI:(139467 9047 7513 142905);PubChem class - bio and metabolites;KEGG:(C10181 C10110)	20488574	565.15664	137.630078125	159_Fototroficos_analisis_3_muestrascompletas_estadi_301	301
255	1	1	1	6	0.1770179253771398	-348.36887649054586	0.46934673366834173	14.30472675923332	C23H22Br2ClNO6S	[M + H]+	ADVSJFLZBFRPFX	InChI=1S/C23H22Br2ClNO6S/c1-30-19-9-15(17(24)11-21(19)32-3)23(16-10-20(31-2)22(33-4)12-18(16)25)27-34(28,29)14-7-5-13(26)6-8-14/h5-12,23,27H,1-4H3	Oprea1_188088	COC1=C(C=C(C(=C1)C(C2=CC(=C(C=C2Br)OC)OC)NS(=O)(=O)C3=CC=C(C=C3)Cl)Br)OC	6.0	3277275	PubChem:(3277275)	2	633.92867	796.72	570_Fototroficos_analisis_3_muestrascompletas_estadi_1566	1566
256	1	1	1	1	0.17690090804514952	-24.246035847288862	0.9999999999999999	40.39773809308345	C18H27N3O6	[M + H]+	MQGGXGKQSVEQHR	InChI=1S/C18H27N3O6/c1-10(2)7-14(18(26)27)20-17(25)15(9-22)21-16(24)13(19)8-11-3-5-12(23)6-4-11/h3-6,10,13-15,22-23H,7-9,19H2,1-2H3,(H,20,25)(H,21,24)(H,26,27)	L-Leucine, N-(N-L-tyrosyl-L-seryl)-	CC(C)CC(C(=O)O)NC(=O)C(CO)NC(=O)C(CC1=CC=C(C=C1)O)N	-0.0688364059	10045387;18232134	MeSH:(10045387);PubChem:(10045387 18232134);PubMed;PubChem class - drug	33554502	382.19771	92.9995263671875	104_Fototroficos_analisis_3_muestrascompletas_estadi_208	208
257	1	1	1	2	0.17659673705175938	-66.31114572773379	0.9160804020100504	24.697092269323104	C10H11NO2	[M + H]+	UHQFXIWMAQOCAN	InChI=1S/C10H11NO2/c11-10(9(12)13)5-7-3-1-2-4-8(7)6-10/h1-4H,5-6,11H2,(H,12,13)	2-amino-2-indancarboxylicacid	C1C2=CC=CC=C2CC1(C(=O)O)N	-1.60000002	250936;6994430	NORMAN:(NS00015542);PubChem:(250936 6994430);MeSH:(250936);PubChem class - safety and toxic;Training Set;PubMed	67387462	178.08692	48.78921023847535	36_Fototroficos_analisis_3_muestrascompletas_estadi_82	82
258	1	1	1	1	0.17472065331361059	-27.714375060817115	0.9999999999999999	80.75588827693912	C8H8O4	[M + H]+	LBKFGYZQBSGRHY	InChI=1S/C8H8O4/c1-12-7-3-2-5(8(10)11)4-6(7)9/h2-4,9H,1H3,(H,10,11)	isovanillate	COC1=C(C=C(C=C1)C(=O)O)O	0.884501636	12575;12304637;54706655	HMDB:(60003);SuperNatural:(SN00045228 SN00232357);ZINC bio:(ZINC00402986);additional;MeSH:(12575);PubMed;NORMAN:(NS00014856);COCONUT:(CNP0220341 CNP0376338);KNApSAcK:(29502);Natural Products:(UNPD107344);PubChem:(12575 12304637 54706655);YMDB Mine;CHEBI:(63797 63798);PubChem class - bio and metabolites;EcoCyc Mine;PubChem class - safety and toxic;Training Set;KEGG Mine	60217417854	169.04986	92.3684375	105_Fototroficos_analisis_3_muestrascompletas_estadi_209	209
259	1	2	1	3	0.17369927397152285	-304.5820306362941	0.022613065326633167	19.25888449982935	C39H69N9O6	[M + H]+	MAXOOTAFKOYEEH	InChI=1S/C39H69N9O6/c1-40-16-10-4-7-13-34(49)43-28-19-31-22-38(53)47-26-30(45-36(51)15-9-6-12-18-42-3)21-33(47)24-39(54)48-27-29(20-32(48)23-37(52)46(31)25-28)44-35(50)14-8-5-11-17-41-2/h28-33,40-42H,4-27H2,1-3H3,(H,43,49)(H,44,50)(H,45,51)	null	CNCCCCCC(=O)NC1CC2CC(=O)N3CC(CC3CC(=O)N4CC(CC4CC(=O)N2C1)NC(=O)CCCCCNC)NC(=O)CCCCCNC	-1.20000005	59344601	PubChem:(59344601)	2	760.54388	774.9449999999999	551_Fototroficos_analisis_3_muestrascompletas_estadi_1520	1520
260	1	2	1	5	0.17212952182102878	-254.8604813451497	0.27386934673366836	20.961704169731533	C21H45N3O8	[M + H3N + H]+	DXRLATRWBJPTCF	InChI=1S/C21H46N3O8/c1-22(2)10-18(25)14-29-6-8-31-16-20(27)12-24(5)13-21(28)17-32-9-7-30-15-19(26)11-23(3)4/h18-21,25-28H,1,6-17H2,2-5H3/q+1	null	CN(C)CC(COCCOCC(CN(C)CC(COCCOCC(C[N+](=C)C)O)O)O)O	-1.70000005	124025921	PubChem:(124025921)	2	485.35672	713.33078125	483_Fototroficos_analisis_3_muestrascompletas_estadi_1391	1391
261	1	1	1	2	0.17212009933409173	-218.8346659796094	0.8030150753768844	21.89717225637239	C34H70O11	[M + H]+	UNYLVTCOOPRFDI	InChI=1S/C34H70O11/c1-12-13-14-36-26(3)16-38-28(5)18-40-30(7)20-42-32(9)22-44-34(11)24-45-33(10)23-43-31(8)21-41-29(6)19-39-27(4)17-37-25(2)15-35/h25-35H,12-24H2,1-11H3	null	CCCCOC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)CO	3.5999999	88651680	PubChem:(88651680)	2	655.50004	828.635	629_Fototroficos_analisis_3_muestrascompletas_estadi_1693	1693
262	1	3	1	8	0.1715144973790626	-151.38192586962	0.040703517587939705	0.34896456779005325	C18H12Cl6N3O4P	[M + H]+	FTQKREDLGFCNDO	InChI=1S/C18H12Cl6N3O4P/c19-10-1-7(25)2-11(20)16(10)29-32(28,30-17-12(21)3-8(26)4-13(17)22)31-18-14(23)5-9(27)6-15(18)24/h1-6H,25-27H2	null	C1=C(C=C(C(=C1Cl)OP(=O)(OC2=C(C=C(C=C2Cl)N)Cl)OC3=C(C=C(C=C3Cl)N)Cl)Cl)N	6.69999981	88633770	PubChem:(88633770)	2	575.87683	803.41	582_Fototroficos_analisis_3_muestrascompletas_estadi_1591	1591
263	1	1	1	1	0.1704658737752712	-298.78975495547513	0.9989949748743718	25.656685237707375	C29H57N5O6	[M + H]+	PBZSAUGJCAYOQI	InChI=1S/C29H57N5O6/c30-23-34-24(26(36)21-33-25(22-35)29(31)40)17-15-16-20-32-27(37)18-13-11-9-7-5-3-1-2-4-6-8-10-12-14-19-28(38)39/h24-25,33-35H,1-23,30H2,(H2,31,40)(H,32,37)(H,38,39)	18-[[7-[[(2S)-1-amino-3-hydroxy-1-oxopropan-2-yl]amino]-5-(aminomethylamino)-6-oxoheptyl]amino]-18-oxooctadecanoic acid	C(CCCCCCCCC(=O)O)CCCCCCCC(=O)NCCCCC(C(=O)CNC(CO)C(=O)N)NCN	1.39999998	59728764	PubChem:(59728764)	2	572.43806	625.16	423_Fototroficos_analisis_3_muestrascompletas_estadi_1214	1214
264	1	1	1	1	0.17027007125453786	-382.1681291522526	0.9984924623115576	33.17944020687085	C32H61N5O7	[M + H]+	PYFJLCVSIWTPQG	InChI=1S/C32H61N5O7/c1-33-27(32(43)44)18-16-17-23-34-28(38)22-21-26(31(42)35-24-25-37(2)3)36-29(39)19-14-12-10-8-6-4-5-7-9-11-13-15-20-30(40)41/h26-27,33H,4-25H2,1-3H3,(H,34,38)(H,35,42)(H,36,39)(H,40,41)(H,43,44)	16-[[(2S)-5-[[(5S)-5-carboxy-5-(methylamino)pentyl]amino]-1-[2-(dimethylamino)ethylamino]-1,5-dioxopentan-2-yl]amino]-16-oxohexadecanoic acid	CNC(CCCCNC(=O)CCC(C(=O)NCCN(C)C)NC(=O)CCCCCCCCCCCCCCC(=O)O)C(=O)O	-0.200000003	59562812	PubChem:(59562812)	2	628.46425	786.5	559_Fototroficos_analisis_3_muestrascompletas_estadi_1545	1545
265	1	3	1	2	0.1701898617948036	-224.71150405959608	0.7929648241206029	18.30672704009254	C34H70O11	[M + H3N + H]+	UNYLVTCOOPRFDI	InChI=1S/C34H70O11/c1-12-13-14-36-26(3)16-38-28(5)18-40-30(7)20-42-32(9)22-44-34(11)24-45-33(10)23-43-31(8)21-41-29(6)19-39-27(4)17-37-25(2)15-35/h25-35H,12-24H2,1-11H3	null	CCCCOC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)CO	3.5999999	88651680	PubChem:(88651680)	2	672.52651	828.2725	628_Fototroficos_analisis_3_muestrascompletas_estadi_1692	1692
266	1	1	1	1	0.16948754156786194	-74.53400798512622	0.9999999999999999	98.5440539314648	C12H10O5	[M + H]+	PPUHPMUSEMDEJA	InChI=1S/C12H10O5/c1-6-9(13)3-2-8-7(4-10(14)15)5-11(16)17-12(6)8/h2-3,5,13H,4H2,1H3,(H,14,15)	Oprea1_026164	CC1=C(C=CC2=C1OC(=O)C=C2CC(=O)O)O	0.899999976	5412993	PubChem:(5412993)	2	235.06059	138.94732543945315	160_Fototroficos_analisis_3_muestrascompletas_estadi_302	302
267	1	6	1	1	0.16853104161344387	-490.89907403715125	5.025125628140704E-4	19.688958231703477	C29H36N4O9	[M + Na]+	XBTGQGJXPWCRRT	InChI=1S/C29H36N4O9/c1-31(2)21(35)10-9-17-6-3-4-7-18(17)15-33-24-27(37)41-20-14-29(24,25(42-33)23-22(20)39-16-40-23)28(38)32-12-5-8-19(32)26(36)30-11-13-34/h3-4,6-7,9-10,19-20,22-25,34H,5,8,11-16H2,1-2H3,(H,30,36)	null	CN(C)C(=O)C=CC1=CC=CC=C1CN2C3C(=O)OC4CC3(C(O2)C5C4OCO5)C(=O)N6CCCC6C(=O)NCCO	-0.400000006	4063777;6716489;23307992	PubChem:(4063777 6716489 23307992)	2	607.23841	145.71333984375	164_Fototroficos_analisis_3_muestrascompletas_estadi_308	308
268	1	6	1	7	0.16844503715996423	-107.90842753526758	0.019095477386934675	23.006677107008507	C36H40	[M + H]+	OYEVEOURHYVNOR	InChI=1S/C36H40/c1-2-6-10-14-18-22-34-29-31-36(32-30-34)24-20-16-12-8-4-3-7-11-15-19-23-35-27-25-33(26-28-35)21-17-13-9-5-1/h25-32H,9-24H2	null	C1CCC2=CC=C(CCCCC#CC#CCCCCC3=CC=C(CCCCC#CC#CC1)C=C3)C=C2	11.5	134976310	PubChem:(134976310)	2	473.3189	948.2945703124999	694_Fototroficos_analisis_3_muestrascompletas_estadi_1909	1909
269	1	1	1	1	0.16769036721817498	-96.40278047223319	0.9934673366834172	90.51527523684814	C25H44N6O8	[M + H]+	ZNOIBBLXXMYBPN	InChI=1S/C25H44N6O8/c1-7-13(4)18(26)23(37)28-14(5)21(35)29-19(12(2)3)25(39)31-10-8-9-16(31)22(36)30-20(15(6)32)24(38)27-11-17(33)34/h12-16,18-20,32H,7-11,26H2,1-6H3,(H,27,38)(H,28,37)(H,29,35)(H,30,36)(H,33,34)	null	CCC(C)C(C(=O)NC(C)C(=O)NC(C(C)C)C(=O)N1CCCC1C(=O)NC(C(C)O)C(=O)NCC(=O)O)N	-0.938190937	24895529	PubChem:(24895529)	2	557.33079	85.07625	90_Fototroficos_analisis_3_muestrascompletas_estadi_191	191
270	1	2	1	2	0.16708904641496075	-27.50983086702367	0.9597989949748743	42.396771900089014	C26H54O8	[M + H3N + H]+	DWHIUNMOTRUVPG	InChI=1S/C26H54O8/c1-2-3-4-5-6-7-8-9-10-11-13-28-15-17-30-19-21-32-23-25-34-26-24-33-22-20-31-18-16-29-14-12-27/h27H,2-26H2,1H3	Laureth-7	CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCO	4.00969934	76459	NORMAN:(NS00013820);PubChem:(76459);PubChem class - bio and metabolites;MeSH:(76459);PubChem class - safety and toxic;PubMed;KEGG Mine	8674082886	512.41636	732.1728369140625	526_Fototroficos_analisis_3_muestrascompletas_estadi_1462	1462
271	1	1	1	1	0.16687525860819888	-963.6582443135537	0.0	15.203496524811836	C26H37N9O7S3	[M + H]+	PVMQJTZNQDTJIB	InChI=1S/C26H37N9O7S3/c1-15(2)5-8-41-26(39)42-10-9-40-23(38)20-16(13-45-25-30-31-32-34(25)7-6-33(3)4)12-43-22-19(21(37)35(20)22)29-18(36)11-17-14-44-24(27)28-17/h14-15,19,22H,5-13H2,1-4H3,(H2,27,28)(H,29,36)	null	CC(C)CCOC(=O)OCCOC(=O)C1=C(CSC2N1C(=O)C2NC(=O)CC3=CSC(=N3)N)CSC4=NN=NN4CCN(C)C	1.54408109	88725714;88725805	PubChem:(88725714 88725805)	2	684.20467	1004.1703476593643	736_Fototroficos_analisis_3_muestrascompletas_estadi_2212	2212
272	1	8	1	8	0.16658129549891476	-198.61588181433862	0.014070351758793972	7.419752822410203	C31H51N5O5	[M + Na]+	KEEZPIDYFPQASW	InChI=1S/C31H51N5O5/c1-30(2,3)35-29(41)34-23(19-14-10-7-11-15-19)28(40)36-17-20-22(31(20,4)5)24(36)27(39)33-21(25(37)26(32)38)16-18-12-8-6-9-13-18/h18-24H,6-17H2,1-5H3,(H2,32,38)(H,33,39)(H2,34,35,41)	(2S)-N-(4-amino-1-cyclohexyl-3,4-dioxobutan-2-yl)-3-[(2S)-2-(tert-butylcarbamoylamino)-2-cyclohexylacetyl]-6,6-dimethyl-3-azabicyclo[3.1.0]hexane-2-carboxamide	CC1(C2C1C(N(C2)C(=O)C(C3CCCCC3)NC(=O)NC(C)(C)C)C(=O)NC(CC4CCCCC4)C(=O)C(=O)N)C	4.9000001	60132113	PubChem:(60132113)	2	596.3799	337.52375	331_Fototroficos_analisis_3_muestrascompletas_estadi_899	899
273	1	1	1	1	0.16573044714234833	-68.51844170854366	0.9999999999999999	143.6046874572253	C22H24O7	[M + H]+	UTPBMRNHPNUBLT	InChI=1S/C22H24O7/c1-23-16-5-4-12(6-17(16)24-2)20-14-9-27-21(15(14)10-26-20)13-7-18(25-3)22-19(8-13)28-11-29-22/h4-8,14-15,20-21H,9-11H2,1-3H3	null	COC1=C(C=C(C=C1)C2C3COC(C3CO2)C4=CC5=C(C(=C4)OC)OCO5)OC	2.79999995	26193979;26193981;26193983;26193984;24150657;51694258;51694259;100854209;124870925;124870926;124870927;137705832	COCONUT:(CNP0349065);PubChem:(26193979 26193981 26193983 26193984 24150657 51694258 51694259 100854209 124870925 124870926 124870927 137705832);SuperNatural:(SN00036993 SN00020799 SN00034117 SN00020800 SN00036992 SN00034116);ZINC bio:(ZINC14641300 ZINC14641306 ZINC14641309 ZINC14641311 ZINC35465076 ZINC35465079);additional;Training Set	3694594	401.16008	153.08954292926245	174_Fototroficos_analisis_3_muestrascompletas_estadi_329	329
274	1	1	1	2	0.1650223081104928	-190.56923673390693	0.9100502512562814	27.129041827664455	C14H25N7O3	[M + H]+	MJQVDTRHHUCFCE	InChI=1S/C14H25N7O3/c1-20(2)7-4-6-16-14-18-12(15)11(21(22)23)13(19-14)17-9-10-5-3-8-24-10/h10H,3-9H2,1-2H3,(H4,15,16,17,18,19)	2-N-[3-(dimethylamino)propyl]-5-nitro-4-N-(oxolan-2-ylmethyl)pyrimidine-2,4,6-triamine	CN(C)CCCNC1=NC(=C(C(=N1)NCC2CCCO2)[N+](=O)[O-])N	2.20000005	3809680;7536679;7536680;7536681;7536682	PubChem:(3809680 7536679 7536680 7536681 7536682)	2	340.21068	221.87624999999997	227_Fototroficos_analisis_3_muestrascompletas_estadi_517	517
275	1	2	1	2	0.16388764923443935	-246.3547115212828	0.11105527638190955	1.0849534120159694	C11H14Br2ClNO3S2	[M + Na]+	VVTQZIFLKSMLFJ	InChI=1S/C11H14Br2ClNO3S2/c12-3-6-18-8-1-4-15(5-2-8)20(16,17)10-7-9(14)11(13)19-10/h7-8H,1-6H2	null	C1CN(CCC1OCCBr)S(=O)(=O)C2=CC(=C(S2)Br)Cl	3.9000001	82701019	PubChem:(82701019)	2	487.8358	713.2525	484_Fototroficos_analisis_3_muestrascompletas_estadi_1392	1392
276	1	1	1	1	0.16040649566548418	-89.19630350813807	0.9999999999999999	35.397916175702086	C22H46O6	[M + H]+	JMFGGPNANPRUSV	InChI=1S/C22H46O6/c1-2-3-4-5-6-7-8-9-10-11-15-27-21-22(12-13-23)28-20-19-26-18-17-25-16-14-24/h22-24H,2-21H2,1H3	null	CCCCCCCCCCCCOCC(CCO)OCCOCCOCCO	4.30000019	88312060	PubChem:(88312060)	2	407.33728	735.2574999999999	533_Fototroficos_analisis_3_muestrascompletas_estadi_1471	1471
277	1	2	1	2	0.16012953173739253	-385.7056124243659	0.010050251256281407	9.097505210117376	C47H63NO	[M + Na]+	QQKNUNOLRWYBGF	InChI=1S/C47H63NO/c1-3-5-7-9-11-13-15-17-19-21-39-48(40-22-20-18-16-14-12-10-8-6-4-2)47-37-35-45(36-38-47)30-29-43-25-23-42(24-26-43)27-28-44-31-33-46(41-49)34-32-44/h23-26,31-38,41H,3-22,39-40H2,1-2H3	4-[(4-{[4-(didodecylamino)phenyl]ethynyl}phenyl)ethynyl]benzaldehyde	CCCCCCCCCCCCN(CCCCCCCCCCCC)C1=CC=C(C=C1)C#CC2=CC=C(C=C2)C#CC3=CC=C(C=C3)C=O	16.7000008	640182	PubChem:(640182)	2	680.48167	1158.514375	748_Fototroficos_analisis_3_muestrascompletas_estadi_2795	2795
278	1	1	1	6	0.15973279973053844	-59.321615165174784	0.5482412060301507	32.4321346892559	C21H37N9O7	[M + H]+	LHSWYFOQPDTECC	InChI=1S/C21H37N9O7/c22-11(5-7-15(23)31)17(33)28-12(3-1-9-27-21(25)26)18(34)29-13(6-8-16(24)32)19(35)30-10-2-4-14(30)20(36)37/h11-14H,1-10,22H2,(H2,23,31)(H2,24,32)(H,28,33)(H,29,34)(H,36,37)(H4,25,26,27)	1-[5-amino-2-[[5-(diaminomethylideneamino)-2-[(2,5-diamino-5-oxopentanoyl)amino]pentanoyl]amino]-5-oxopentanoyl]pyrrolidine-2-carboxylic acid	C1CC(N(C1)C(=O)C(CCC(=O)N)NC(=O)C(CCCN=C(N)N)NC(=O)C(CCC(=O)N)N)C(=O)O	-3.73891091	22701103	PubChem:(22701103)	2	528.28645	88.95921875	95_Fototroficos_analisis_3_muestrascompletas_estadi_198	198
279	1	1	1	1	0.15913595281460446	-168.73704416872627	0.9999999999999999	49.70769808461066	C16H28N4	[M + H]+	WWGNUCPDCLZGEM	InChI=1S/C16H28N4/c1-13-11-14(2)18-9-6-10-20-16(4)12-15(3)19-8-5-7-17-13/h5-12H2,1-4H3	2,4,10,12-tetramethyl-1,5,9,13-tetrazacyclohexadeca-1,4,9,12-tetraene	CC1=NCCCN=C(CC(=NCCCN=C(C1)C)C)C	-0.100000001	11304215	PubChem:(11304215)	2	277.23945	45.3975	32_Fototroficos_analisis_3_muestrascompletas_estadi_74	74
280	1	3	1	6	0.15849961710832083	-47.41903492051171	0.09246231155778896	23.000421595790716	C18H28	[M + K]+	MQVAFBNKVGUTOK	InChI=1S/C18H28/c1-13(2)9-17(10-14(3)4)18(11-15(5)6)12-16(7)8/h9-12H,1-8H3	2,4,6-Octatriene, 2,7-dimethyl-4,5-bis(2-methyl-1-propenyl)-	CC(=CC(=C(C=C(C)C)C=C(C)C)C=C(C)C)C	8.0	14291335	PubChem:(14291335)	2	283.18285	565.6163281250001	406_Fototroficos_analisis_3_muestrascompletas_estadi_1164	1164
281	1	1	1	1	0.1579205733628453	-79.11937983217447	0.9999999999999999	80.87074584344555	C10H10O3	[M + H]+	JHGVLAHJJNKSAW	InChI=1S/C10H10O3/c1-12-8-4-2-7-3-5-10(11)13-9(7)6-8/h2,4,6H,3,5H2,1H3	7-Methoxychroman-2-one	COC1=CC2=C(CCC(=O)O2)C=C1	1.60000002	12389837	COCONUT:(CNP0258889);Natural Products:(UNPD158122);PubChem:(12389837);additional;Training Set;KEGG Mine	8592605186	179.07072	100.10134994506836	113_Fototroficos_analisis_3_muestrascompletas_estadi_222	222
282	1	3	1	8	0.1572708553923221	-368.205371492339	0.09195979899497489	36.66849760399484	C23H30BBr3N2O6	[M + Na]+	NZXHRZRFMKHMCO	InChI=1S/C23H30BBr3N2O6/c1-5-16(25)23(35-4)21(27)17(31)13-19(33)29-12-8-6-7-11-28-18(32)10-9-15(24)22(34-3)20(26)14(2)30/h5,9,30-31H,1-2,6-8,10-13H2,3-4H3,(H,28,32)(H,29,33)	null	[B]C(=CCC(=O)NCCCCCNC(=O)CC(=C(C(=C(C=C)Br)OC)Br)O)C(=C(C(=C)O)Br)OC	0.0	88269189	PubChem:(88269189)	2	699.96837	790.655	561_Fototroficos_analisis_3_muestrascompletas_estadi_1555	1555
283	1	1	1	4	0.15573970952515795	-100.940435417288	0.8	16.428918494909247	C36H74O13	[M + H]+	XUAGABNXLLHNRF	InChI=1S/C36H74O13/c1-25(38)14-39-27(3)16-41-29(5)18-43-31(7)20-45-33(9)22-47-35(11)24-49-36(12)23-48-34(10)21-46-32(8)19-44-30(6)17-42-28(4)15-40-26(2)13-37/h25-38H,13-24H2,1-12H3	null	CC(CO)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)O	3.60373783	14274838	PubChem:(14274838)	2	715.5214	562.9100000000001	403_Fototroficos_analisis_3_muestrascompletas_estadi_1160	1160
284	1	1	1	1	0.1554574171387576	-43.33158320912166	0.9999999999999999	104.05536673039916	C10H12O3	[M + H]+	QHJGZUSJKGVMTF	InChI=1S/C10H12O3/c1-4-7-5-8(12-2)10(11)9(6-7)13-3/h4-6,11H,1H2,2-3H3	2,6-Dimethoxy-4-vinylphenol	COC1=CC(=CC(=C1O)OC)C=C	2.29999995	35960	COCONUT:(CNP0127638);HMDB:(127492);Natural Products:(UNPD21220);PubChem class - food;PubChem:(35960);SuperNatural:(SN00156548);ZINC bio:(ZINC02010767);PubChem class - bio and metabolites;MeSH:(35960);PubMed;KEGG Mine	8744116302	181.08633	69.60307886362075	59_Fototroficos_analisis_3_muestrascompletas_estadi_152	152
285	1	1	2	2	0.15525743052996036	-31.34590010106357	0.9999999999999999	74.72184998939028	C6H8O6	[M - H2O + H]+	KQTIIICEAUMSDG	InChI=1S/C6H8O6/c7-4(8)1-3(6(11)12)2-5(9)10/h3H,1-2H2,(H,7,8)(H,9,10)(H,11,12)	Tricarballylate	C(C(CC(=O)O)C(=O)O)C(=O)O	-1.20000005	14925;6946681;20656995;21954895	HMDB:(31193);SuperNatural:(SN00303670);ZINC bio:(ZINC00334493);MeSH:(14925 6946681);PubMed;NORMAN:(NS00040544);COCONUT:(CNP0346076);Natural Products:(UNPD19772);PubChem:(14925 6946681 20656995 21954895);YMDB Mine;CHEBI:(62517 45969);PubChem class - bio and metabolites;KEGG:(C19806);PubChem class - safety and toxic;PubChem class - drug;Biocyc:(CPD-3571)	34480630126	159.02926	84.83	88_Fototroficos_analisis_3_muestrascompletas_estadi_189	189
