row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,203_1.mzML Peak area,206_1.mzML Peak area,205_1.mzML Peak area,203_2.mzML Peak area,205_2.mzML Peak area,206_2.mzML Peak area,202_3.mzML Peak area,203_3.mzML Peak area,208_2.mzML Peak area,207_2.mzML Peak area,209_2.mzML Peak area,211_1.mzML Peak area,210_1.mzML Peak area,209_1.mzML Peak area,202_1.mzML Peak area,207_1.mzML Peak area,212_1.mzML Peak area,212_2.mzML Peak area,211_2.mzML Peak area,208_1.mzML Peak area,213_1.mzML Peak area,213_3.mzML Peak area,210_2.mzML Peak area,204_1.mzML Peak area,202_2.mzML Peak area,213_2.mzML Peak area,204_2.mzML Peak area,
488,326.70983156531287,3.5055652,,,,20,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208779.45,0,161260.0,
456,327.123309094764,3.327673,,,,42,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205120.52,572046.25,0,658243.94,
339,327.15593226151407,2.624009,,,,,,,,,,,214534.19,273817.88,146277.2,0,243687.34,298619.72,0,0,306775.25,477354.7,244769.3,235258.48,0,258502.75,0,253620.17,276061.0,0,245464.3,254443.22,275946.12,171526.47,0,0,0,0,0,
311,327.15667815280307,2.426458,,,,,,,,,,,0,185758.2,0,0,0,166236.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
153,327.202177312576,1.1628443,,,,71,7,[M+H]+,,2,150;154,326.195,153609.6,278220.2,343531.8,0,207748.23,353813.2,662412.75,0,296828.56,572567.4,273008.3,0,680860.6,305694.5,513421.22,359873.28,441533.0,249829.1,318646.84,433721.47,396151.66,169466.78,711160.4,1287958.1,1418506.4,182035.1,2407648.0,
87,328.6948490746689,0.86614186,,,,156,,,,,,,0,382976.22,686567.3,734383.3,157510.7,362512.84,2116923.8,0,1.0632081E7,0,0,2004783.2,0,0,8705957.0,819081.75,1220921.6,507754.34,2477433.5,1.1051852E7,274733.97,300006.34,0,5713318.0,0,125920.93,0,
92,329.1962526566175,0.8766844,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2967295.5,0,0,0,767729.8,0,0,0,0,0,0,0,0,
1201,330.3375319653376,10.353026,,,,,,,,,,,0,0,0,94475.63,103570.59,0,0,0,0,111945.44,0,0,0,0,0,0,0,99864.39,0,0,0,0,0,0,0,0,0,
385,331.1546619616042,2.9351377,,,,117,,,,,,,0,191439.48,0,0,0,210448.47,589063.94,0,0,0,0,0,0,0,786692.9,0,0,0,214004.1,0,0,0,0,634414.94,0,0,0,
643,331.15467093484983,4.426644,,,,,,,,,,,301230.75,216041.08,0,324230.8,0,148542.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
278,332.218797734325,2.093216,,,,,,,,,,,111908.93,102645.0,0,0,0,0,0,215740.8,0,0,264957.38,0,0,276813.06,0,283018.44,202975.5,0,0,162519.08,411462.03,424184.53,0,0,0,133005.52,0,
1259,332.3319672153438,11.170626,,,,,,,,,,,0,0,3344180.5,3322719.5,0,0,0,3259469.2,0,0,0,0,0,0,2901589.0,0,0,0,0,3312618.2,0,0,0,0,3052536.8,3080754.5,3432326.5,
1906,332.3320280481096,15.784581,,,,,,,,,,,0,0,316774.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,596254.8,0,0,0,
1853,332.33205910103516,15.406064,,,,,,,,,,,0,0,706453.44,392046.97,543944.3,0,0,0,0,0,0,0,0,0,341691.0,0,0,321313.25,0,0,0,0,0,0,113385.914,0,0,
1791,332.3321053455859,15.0348215,,,,,,,,,,,0,0,0,112631.664,0,0,0,0,0,144049.62,0,0,1061255.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1823,332.33214833341736,15.20481,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179214.2,538891.3,0,0,0,1113318.4,77529.19,0,0,0,
53,333.2396022094798,0.71032155,,,,46,,,,,,,0,0,0,0,0,0,1201838.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,399734.7,0,0,
1213,335.27999708957964,10.413299,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,437144.25,
517,340.2107328281833,3.6996677,,,,10,27,[M+H]+,,2,517;518,339.20295,0,0,0,0,0,0,742207.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,872816.25,0,446691.53,
555,340.25983250129235,3.9412532,,,,154,,,,,,,0,0,7.207676E7,6.70246E7,0,6.1706948E7,0,0,0,6.080758E7,6.4232028E7,0,6.6403636E7,6.5413596E7,0,0,0,7.1182504E7,6.802186E7,6.636197E7,0,0,6.2348696E7,6.1275376E7,5.9910904E7,0,5.736048E7,
553,340.7611295900761,3.936145,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,2.705487E7,0,0,0,0,0,0,0,0,0,2.7650374E7,0,0,0,0,0,0,
595,341.13874040285964,4.1485715,,,,158,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,577083.9,0,820976.06,
325,341.2190912288563,2.5146077,,,,,,,,,,,0,0,0,0,0,0,0,0,683720.9,0,0,270124.53,0,0,0,0,0,0,358647.16,496821.47,0,0,0,0,0,0,0,
46,342.8649108800785,0.69841206,,,,27,,,,,,,0,8947676.0,8950089.0,899739.56,2582677.5,8110842.0,2798757.5,0,1.4347038E7,6381231.5,840707.0,1.0074865E7,0,803642.56,2.2083308E7,1.2570059E7,8721860.0,3433277.5,1.0266829E7,1.7740998E7,7069542.5,4946157.5,0,1.5126701E7,0,3471140.2,0,
43,343.1990070293983,0.6969794,,,,27,,,,,,,0,5054121.0,5032251.5,462557.88,1426068.2,4603609.5,1496514.4,0,7997458.5,3449581.5,427135.1,5672721.5,0,421867.03,1.2153586E7,7018130.0,5030689.0,1947943.0,5754621.0,1.0131096E7,3981819.8,2761702.0,0,8342223.0,0,1923208.4,0,
7,343.44293591230394,0.677562,,,,,,,,,,,0,404576.84,694005.0,0,0,408658.0,0,0,1154062.2,0,0,924094.1,0,0,726034.25,915587.1,409411.9,105591.8,1158563.2,1204684.9,134360.45,0,0,0,0,0,0,
44,343.5325441415026,0.69760287,,,,27,,,,,,,0,1837119.9,1853679.5,0,465553.0,1676634.2,238996.1,0,2982465.0,1170539.0,106064.97,2051743.8,0,0,4607378.0,2616632.5,1801433.9,671680.06,2113701.2,3721682.5,1432819.0,913559.44,0,3100245.5,0,667940.4,0,
4,343.6932427247777,0.67480385,,,,5,,,,,,,0,214826.56,421921.6,0,0,200135.8,0,0,678333.56,0,0,591968.06,0,0,0,579457.9,0,0,831725.44,782254.1,0,0,0,0,0,0,0,
150,344.2288998267152,1.1602113,,,,71,7,[M+NH4]+,,3,150;154;153,326.195,0,0,0,0,0,0,0,0,0,0,0,59174.164,353251.53,0,0,0,216876.61,100453.03,0,0,0,0,276307.62,654868.44,768347.5,0,1340383.2,
454,345.13391593491883,3.3249762,,,,42,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,490087.72,0,556933.1,
321,346.21319613507393,2.4821188,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,326833.1,0,270984.16,
171,347.12495080079515,1.3001126,,,,,,,,,,,300130.16,688366.3,217283.52,299579.84,865685.8,691569.5,0,0,543864.9,1216735.9,491811.6,261432.2,0,485827.06,453793.3,377161.94,562008.44,0,381045.1,432079.6,524066.56,468635.75,0,0,0,163333.08,0,
1729,347.31639492721064,14.062351,,,,150,100,[M+H]+,,2,1729;1728,346.30914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246083.55,675895.56,0,1166268.9,
9,348.1962640831124,0.6779989,,,,27,,,,,,,0,0,0,0,216994.33,253650.12,1559534.2,0,0,567935.25,0,0,0,0,3605809.8,321987.34,496960.53,0,0,426614.4,334332.0,308470.97,0,1116840.8,0,0,0,
13,348.53038625973807,0.6804764,,,,27,,,,,,,0,0,0,0,0,0,655342.0,0,0,261284.38,0,0,0,0,1780574.4,0,0,0,0,0,0,0,0,361399.75,0,0,0,
519,348.7229766544315,3.702268,,,,10,,,,,,,0,0,0,0,0,0,613869.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,745763.56,0,379594.25,
219,349.14070462724504,1.6223881,,,,,,,,,,,0,0,0,0,0,0,0,0,0,186690.12,0,0,0,0,0,0,81810.35,0,0,0,0,0,0,286404.25,217768.89,0,0,
154,349.18423438217025,1.1639421,,,,71,7,[M+Na]+,,3,150;154;153,326.195,0,0,0,0,0,0,0,0,0,0,0,0,364618.0,0,0,0,126917.414,0,0,0,0,0,290634.3,791488.25,849752.5,0,1526693.8,
551,351.2488275889923,3.9319267,,,,,,,,,,,0,1721254.0,0,0,0,1471743.1,0,0,0,0,1981943.2,73490.21,0,2269445.5,0,277895.3,0,3172971.2,0,2487904.0,1769810.5,0,1329584.0,0,0,2565148.2,289762.12,
610,351.2494383882494,4.2415175,,,,,,,,,,,3841316.0,0,5210414.0,1352140.2,3871868.0,0,1401800.1,4290357.0,2961503.0,0,2365734.0,3330802.0,4429589.0,2304684.0,3180443.0,4883509.5,2416882.2,2489146.0,2365876.5,2297126.2,0,0,0,1668253.5,0,2612448.0,1741310.6,
1066,351.25019718355657,7.130642,,,,,,,,,,,57772.125,0,0,0,0,0,0,0,0,0,0,0,0,45311.58,0,260613.27,0,0,92966.664,0,0,0,31311.008,0,0,0,0,
900,351.2501974119991,5.636918,,,,,,,,,,,0,0,0,0,59383.926,0,0,0,370484.5,57991.61,0,0,0,0,0,0,0,0,0,585993.9,0,0,0,0,0,792421.3,0,
1004,351.2502670187056,6.557353,,,,,,,,,,,0,107630.555,0,0,275575.62,0,0,0,0,0,0,0,0,0,0,204710.23,284574.88,0,0,0,0,0,0,0,0,0,0,
1076,351.2503000034428,7.282591,,,,,,,,,,,0,0,0,0,29309.365,0,0,0,0,0,261019.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1034,351.2503078653634,6.7152605,,,,,,,,,,,0,0,0,0,91787.28,0,0,145672.94,0,0,0,0,0,0,0,0,0,171413.11,162585.6,170457.69,0,0,0,0,0,0,0,
962,351.25031056840004,6.155171,,,,,,,,,,,0,138767.7,1807674.6,0,0,0,0,192045.9,0,68758.8,0,0,281172.16,0,0,286109.72,90963.46,0,0,0,151455.25,143600.84,0,0,0,303912.94,0,
989,351.2503893787667,6.425646,,,,,,,,,,,0,0,0,0,213606.73,0,0,0,0,184832.48,0,0,0,0,0,0,0,302744.53,0,0,0,0,572075.2,0,0,0,0,
1118,351.2504506833617,7.9606977,,,,,,,,,,,0,0,0,0,31709.062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15456.15,0,0,0,0,0,0,
966,353.2311664927661,6.223326,,,,,,,,,,,0,0,0,172576.58,0,0,399636.72,0,0,0,0,0,0,0,443052.22,0,0,0,0,0,0,0,0,531787.06,344718.88,0,441167.53,
951,353.2312232192784,6.1066384,,,,134,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,284483.06,0,371697.25,
1153,354.2859400957072,8.932656,,,,,,,,,,,0,0,0,72366.586,0,0,0,0,42770.082,0,0,45987.742,133910.97,0,122364.164,0,0,0,64702.605,0,0,0,158182.8,144627.16,43107.926,0,0,
1030,355.2468775377983,6.713209,,,,6,46,[M+Na]+,,2,1032;1030,332.25725,0,0,0,0,0,0,0,0,0,0,0,0,0,92204.94,0,0,0,0,0,0,0,0,0,666456.2,1937612.8,0,2136711.5,
1010,355.24699394995423,6.6176305,,,,24,44,[M+Na]+,,2,1012;1010,332.25731,170512.17,0,0,233668.06,92648.77,0,0,0,0,100263.29,139955.56,0,0,138367.53,0,0,179937.88,0,0,0,156123.31,0,0,906208.75,2400068.0,0,2873619.8,
37,356.21185394022217,0.69362307,,,,27,,,,,,,0,0,0,0,0,0,3859778.0,0,0,0,0,0,0,0,3474452.8,0,0,0,0,0,0,0,0,865934.75,0,0,0,
639,357.13405320525226,4.418999,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193425.92,486423.66,0,657480.4,
612,359.2335023179742,4.2406006,,,,,,,,,,,5453760.5,5565712.0,6400607.5,6510267.5,5424621.5,5895218.5,9865311.0,1.1862585E7,1.109459E7,5255806.0,6082835.5,1.0740901E7,6957954.0,6061530.5,5110059.5,1.191599E7,5446850.5,5562002.0,5497665.0,6158623.0,5472051.5,1.104608E7,6554451.5,5284891.5,5264837.0,1.0388152E7,6063933.0,
559,359.2335222071504,3.9411201,,,,154,,,,,,,0,0,6505393.0,3495716.0,0,0,0,0,0,0,0,0,4935040.5,5851249.0,0,0,0,6846967.0,0,6129736.5,0,0,0,0,0,0,0,
677,359.2336846499409,4.590658,,,,,,,,,,,0,0,0,0,0,0,0,0,1118310.0,0,0,936187.7,0,0,0,0,0,0,0,0,0,0,873725.5,0,0,851257.3,0,
986,359.2338131105719,6.3958797,,,,,,,,,,,0,0,0,0,0,0,132087.6,0,0,0,0,0,0,0,614004.2,0,0,0,0,0,0,0,0,0,0,0,0,
90,360.2145592402111,0.87227255,,,,156,,,,,,,0,0,0,0,0,0,0,0,353737.0,0,0,0,0,0,0,0,0,0,0,315975.22,0,0,0,0,0,0,0,
1493,360.36346084672203,12.502267,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,373356.88,0,0,0,0,0,0,0,0,0,377984.5,0,395779.7,
379,361.1404618874532,2.8872464,,,,,,,,,,,0,0,0,0,0,0,0,0,0,197129.22,0,0,0,107388.12,0,107930.93,0,0,0,0,0,0,103404.82,0,222964.86,0,181914.23,
418,361.1652528176026,3.1186419,,,,,,,,,,,0,176846.28,0,0,155879.36,0,0,0,0,0,0,0,0,0,423102.97,0,0,0,0,0,0,0,0,0,0,0,0,
626,361.165274025554,4.370686,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,222276.17,0,0,0,0,0,0,0,0,0,249669.6,272552.03,0,0,0,0,0,
541,362.2226050377443,3.8719697,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,951603.9,0,358196.3,
2918,362.24233073208444,19.718637,,,,,,,,,,,0,0,0,0,0,0,270217.7,0,0,0,288238.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,292449.8,
204,362.2424262331959,1.5036824,,,,,,,,,,,268509.06,191288.78,401977.2,288148.7,0,0,0,0,0,0,0,212249.47,279419.8,262992.6,237226.0,175979.48,0,344465.97,268266.66,0,176950.28,249709.0,530615.6,0,0,248534.2,0,
1476,363.3113249026992,12.273234,,,,33,78,[M+H]+,,3,1478;1479;1476,362.30397,0,0,0,0,152908.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3723035.0,9448857.0,0,1.2696593E7,
65,365.1071207281767,0.7406455,,,,,,,,,,,780159.56,308149.12,283339.3,1019341.8,375445.2,542923.6,1336808.8,463121.25,0,369071.38,303234.34,0,377943.1,345541.62,1389947.9,0,305304.3,130946.56,0,0,242276.67,283561.47,299115.38,534130.3,0,127125.07,0,
357,366.2031308867096,2.7934988,,,,,,,,,,,212311.27,0,0,0,0,0,0,402405.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2961,367.21988858091726,20.26567,,,,,,,,,,,0,354140.47,0,0,0,125791.64,0,0,0,0,0,0,0,0,0,0,0,114429.24,161415.8,0,0,0,0,0,0,0,0,
1890,368.4258320154845,15.649558,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,132086.62,0,0,0,0,0,0,0,0,0,0,0,0,0,
1728,369.29838605917206,14.059751,,,,150,100,[M+Na]+,,2,1729;1728,346.30914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,317430.0,1011909.2,0,1548956.5,
540,370.73603405793915,3.868698,,,,,,,,,,,0,0,0,0,0,0,1739320.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1609130.6,0,681119.4,
177,371.22861673898296,1.3472091,,,,116,10,[M+H]+,,2,178;181,370.22127,299475.22,368843.47,341358.25,0,419074.0,374547.78,564736.25,0,376279.4,543192.56,382656.44,336492.16,621923.44,412164.03,0,368610.38,512749.5,275287.03,356800.6,377237.88,515263.4,284513.72,596082.7,1196027.0,1307131.4,293143.44,2184778.0,
335,373.234134844602,2.5742111,,,,105,19,[M+H]+,,1,337,372.22678,281818.72,455607.06,542995.75,951198.1,376854.44,637964.0,1446056.4,309117.3,577327.7,448759.88,315713.4,518471.5,1797150.4,366735.9,1792829.0,724487.06,353198.8,0,452241.2,444981.94,304374.78,155829.14,2123677.0,330220.4,259358.08,0,0,
561,375.18079555369775,3.953013,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,462317.8,0,547311.25,
20,375.70370036682215,0.68569535,,,,41,,,,,,,0,0,0,120139.51,0,0,0,0,0,0,0,429456.44,0,0,0,0,0,0,662301.94,0,0,0,0,0,0,0,0,
5,375.9542291542004,0.6755145,,,,41,,,,,,,0,0,0,57497.21,0,0,0,0,0,0,0,327799.2,0,0,0,0,0,0,481563.38,0,0,0,0,0,0,0,0,
193,377.14671822104987,1.4647346,,,,,,,,,,,0,0,0,0,0,185130.48,912044.1,0,296846.06,0,0,0,402830.8,0,1031015.56,211630.6,199316.4,0,0,231708.38,0,0,356522.53,1000648.8,226857.22,0,0,
145,378.70659672456264,1.1341585,,,,,,,,,,,0,0,0,1141788.0,0,0,8350601.5,0,5064609.0,0,0,812336.8,0,0,6586316.0,0,554535.44,222170.08,1204722.9,4079894.2,0,0,0,5303231.5,0,0,0,
1216,379.3061346778682,10.421847,,,,132,51,[M+H]+,,1,1215,378.29882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178839.66,178080.11,0,0,0,0,0,202753.34,0,205468.0,197687.56,0,333223.66,
109,380.13503550348884,0.9600684,,,,,,,,,,,0,0,0,0,0,14671.471,532326.1,0,0,542063.56,0,225756.28,505961.03,0,678511.56,227630.47,0,0,0,0,0,215335.47,346029.75,0,0,0,0,
1434,380.2773131406655,12.007918,,,,45,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2584745.8,0,3078153.2,
1478,380.33777924993524,12.272555,,,,33,78,[M+NH4]+,,3,1478;1479;1476,362.30397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,684435.2,1718665.1,0,2269780.2,
71,381.08089779636964,0.7555351,,,,112,,,,,,,200617.0,0,0,181717.89,0,359561.28,556548.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
39,381.20730053325667,0.69449645,,,,27,,,,,,,0,2606286.8,3030733.2,398227.84,0,2415510.2,1356643.1,0,5857151.5,278251.66,235084.47,6436165.0,0,214302.47,9333924.0,4176955.8,2711929.0,1062783.2,6896372.0,6906426.5,1331434.4,806218.75,0,5980560.0,0,640741.2,0,
40,381.5414709125352,0.6963979,,,,27,,,,,,,0,1558477.4,1839934.1,189496.88,0,1417560.8,505813.56,0,3549207.8,0,108880.09,3951461.0,0,77131.266,5691164.5,2484973.0,1576793.9,613901.94,4163131.8,4149713.0,743214.4,469329.38,0,3606896.5,0,348157.62,0,
45,381.8749663000988,0.69788235,,,,27,,,,,,,0,552015.2,628758.5,0,0,493938.38,0,0,1315331.0,0,0,1445962.2,0,0,1820764.6,893662.3,521623.22,161774.12,1601283.0,1504107.6,183623.2,0,0,1165377.0,0,0,0,
208,382.19810055853924,1.541359,,,,,,,,,,,0,0,199377.1,0,0,0,0,358041.28,0,0,213733.72,0,0,238847.4,0,249348.1,0,0,0,0,0,278781.7,0,0,0,0,0,
99,382.20995914726626,0.8953775,,,,,,,,,,,126714.53,0,0,0,0,0,0,239448.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
567,384.23568318097267,4.012622,,,,44,33,[M+H]+,,3,569;567;571,383.22862,0,0,0,0,0,0,1063940.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,852818.94,0,0,
49,384.2433486542338,0.7023112,,,,27,,,,,,,0,194787.08,0,0,0,192420.88,514534.53,0,0,0,0,448095.1,0,0,1405680.1,0,0,0,0,479078.6,0,0,0,745906.25,0,0,0,
281,385.2087442654805,2.1445508,,,,137,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,624552.06,0,0,0,0,0,0,0,0,267917.44,0,0,0,
1479,385.2931290300882,12.272555,,,,33,78,[M+Na]+,,3,1478;1479;1476,362.30397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1620976.1,3937670.8,0,4366288.0,
973,386.26980332296927,6.25373,,,,,,,,,,,0,0,0,0,0,0,554613.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,366101.88,0,0,
25,386.53822510332077,0.68759155,,,,27,,,,,,,0,0,0,0,0,0,315402.84,0,0,0,0,0,0,0,950829.4,0,0,0,0,0,0,0,0,0,0,0,0,
579,387.24929614671606,4.0324745,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1540134.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
546,387.24936475233994,3.8958902,,,,139,30,[M+H]+,,2,545;546,386.24209,4436422.0,5100139.0,5197812.0,6917498.0,4850811.5,6299933.5,1.0541409E7,6080319.0,5628357.5,4875819.5,4613303.5,4875346.5,9459794.0,5625335.0,8712787.0,6496429.5,5007173.5,4161595.8,5077471.5,6048276.5,4380884.0,5167934.5,1.0404503E7,1.1543698E7,8325550.5,4571863.0,8920298.0,
483,388.2387846353296,3.483099,,,,,,,,,,,163435.81,0,0,0,0,0,0,312008.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
178,388.25500152978356,1.347602,,,,116,10,[M+NH4]+,,3,177;178;181,370.22127,703674.2,769574.94,775167.9,423944.1,836122.7,828132.9,1163186.4,424176.03,818909.0,1099724.9,765961.94,654093.0,1190726.6,837718.8,773709.9,749710.9,1033446.25,622375.3,801803.5,792190.7,1021262.5,660590.94,1272610.2,2303729.0,2534943.8,625304.5,4104085.2,
1432,388.79055640008045,12.007052,,,,45,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1298728.9,3396491.5,0,3900574.5,
993,391.2963866126714,6.4577117,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98660.31,100661.195,0,0,0,
1725,391.3425393127298,14.041343,,,,57,99,[M+H]+,,4,1725;1723;1726;1724,390.3353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1063768.1,3579746.0,0,5394066.0,
58,392.74228557503835,0.717399,,,,27,,,,,,,0,521431.8,0,0,0,446100.28,0,0,812652.94,0,0,0,0,0,1182022.2,0,547884.6,0,440634.03,978490.75,400659.16,283340.44,0,747583.56,0,0,0,
570,392.7489214994411,4.0173645,,,,44,,,,,,,0,0,0,0,0,0,2849898.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2301571.0,0,865701.4,
181,393.2105104228881,1.3557769,,,,116,10,[M+Na]+,,3,177;178;181,370.22127,93873.984,273453.03,262321.5,0,281639.8,287746.38,633886.44,0,305186.44,481303.66,217665.58,311877.16,489231.56,258379.03,0,0,419745.84,186488.27,289653.66,177285.23,342131.84,153377.64,536436.8,1102664.4,1064329.0,179035.36,1736090.1,
337,395.21592298197174,2.5814607,,,,105,19,[M+Na]+,,2,337;335,372.22678,287386.12,456923.38,444795.9,949157.5,407044.03,637593.44,1343715.5,298211.5,575839.7,504743.22,311171.12,555413.9,1675052.4,357589.16,1791138.4,697972.94,364131.28,0,468220.88,483931.56,324920.0,169658.89,1879764.4,267233.03,0,0,0,
1215,396.3326038340223,10.421049,,,,132,51,[M+NH4]+,,2,1215;1216,378.29882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212579.95,194164.75,0,0,0,0,0,213620.94,0,0,209790.4,0,352147.0,
1521,398.23339188865117,12.937861,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,394419.88,0,433469.22,0,0,0,0,0,0,0,421854.25,0,
329,401.16004790112487,2.5486445,,,,,,,,,,,454018.3,307756.6,0,627804.6,337002.38,267856.2,0,293551.1,0,360946.6,366413.3,0,368391.0,355773.12,0,252194.89,472834.3,106287.6,0,0,505397.6,439419.84,300831.9,1397712.8,1650330.9,247408.53,2200640.2,
254,401.1600921288993,1.9256244,,,,120,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,774024.44,0,941473.25,
203,401.16021489306274,1.5004622,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,376860.1,0,467307.38,
571,401.26214042607575,4.020392,,,,44,33,[M+NH4]+,,2,567;571,383.22862,0,0,0,0,0,0,1882086.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1525664.9,0,505614.25,
1420,402.29025118524663,11.975842,,,,53,67,[M+2H]+2,,4,1425;1427;1426;1420,802.56711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1350417.4,4024687.2,0,5424836.0,
1677,402.80624448660143,13.687218,,,,84,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1114136.8,0,1412326.8,
195,403.2325990108552,1.4769074,,,,,,,,,,,317604.0,0,0,369774.0,0,0,0,302451.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
524,405.19124568417186,3.7400148,,,,23,29,[M+H-H2O]+,,3,524;522;523,422.19479,0,0,0,0,0,0,0,0,0,0,279323.66,0,267814.56,0,0,0,0,0,0,0,466050.25,386346.66,0,768615.3,1865950.1,160650.3,2280908.5,
596,406.24881105314523,4.148781,,,,17,35,[M+H]+,,1,605,405.24164,0,0,0,0,0,0,880129.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,650556.56,0,0,
1471,407.33724196120835,12.253505,,,,81,77,[M+H]+,,4,1472;1474;1473;1471,406.33029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3673077.5,9641058.0,0,1.3544643E7,
609,407.791515135443,4.2330155,,,,,,,,,,,0,1481288.6,0,0,0,0,0,546675.7,0,0,648652.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1723,408.36903157214596,14.038735,,,,57,99,[M+NH4]+,,4,1725;1723;1726;1724,390.3353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,365849.97,1196101.1,0,1742550.4,
748,408.92277036514815,4.9724703,,,,162,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,444042.72,0,228501.81,
